Identifiant du message;Date et heure de la publication;Date de début;Date de fin prévisionnelle;Type d'indisponibilité;Filière de production;Type d'évènement;Nom du groupe ou de la centrale de production;Code EIC du groupe ou de la centrale de production;Société;Code EIC de la société;Capacité installée;Capacité disponible;Capacité indisponible;Cause de l'arrêt;Remarques;Statut;Unité de mesure;Code localisation
04424_20131102T0958080000_001;02/11/2013 09:58;02/11/2013 09:50;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BUGEY 4;17W100P100P00982;EDF;17X100A100R00182;880;0;880;Divers;-;Inactive;MW;10YFR-RTE------C
04424_20131102T1136310000_004;02/11/2013 11:36;02/11/2013 11:10;02/11/2013 15:45;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GRAVELINES 1;17W100P100P0130W;EDF;17X100A100R00182;910;0;910;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20131102T1136310000_003;02/11/2013 11:36;02/11/2013 11:10;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GRAVELINES 1;17W100P100P0130W;EDF;17X100A100R00182;910;0;910;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20131102T1136310000_002;02/11/2013 11:36;02/11/2013 11:10;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GRAVELINES 1;17W100P100P0130W;EDF;17X100A100R00182;910;50;860;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20131102T1136310000_001;02/11/2013 11:36;02/11/2013 11:10;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GRAVELINES 1;17W100P100P0130W;EDF;17X100A100R00182;910;0;910;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20131102T1329110000_002;02/11/2013 13:29;02/11/2013 13:11;05/11/2013 04:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 5;17W100P100P0018Q;EDF;17X100A100R00182;580;0;580;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20131102T1329110000_001;02/11/2013 13:29;02/11/2013 13:11;05/11/2013 04:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 5;17W100P100P0018Q;EDF;17X100A100R00182;580;0;580;Auxiliaires;-;Inactive;MW;10YFR-RTE------C
04424_20131102T1458350000_003;02/11/2013 14:58;03/11/2013 01:00;03/11/2013 19:04;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GOLFECH 2;17W100P100P0129H;EDF;17X100A100R00182;1310;0;1310;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_20131102T1458350000_002;02/11/2013 14:58;03/11/2013 01:00;03/11/2013 12:30;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GOLFECH 2;17W100P100P0129H;EDF;17X100A100R00182;1310;0;1310;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_20131102T1458350000_001;02/11/2013 14:58;03/11/2013 01:00;03/11/2013 12:30;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GOLFECH 2;17W100P100P0129H;EDF;17X100A100R00182;1310;0;1310;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1383478549884-97000_003;03/11/2013 12:38;03/11/2013 12:17;03/11/2013 13:43;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 4;17W100P100P0064J;EDF;17X100A100R00182;152;0;152;Auxiliaires;-;Active;MW;10YFR-RTE------C
04424_1383478549884-97000_002;03/11/2013 12:38;03/11/2013 12:17;03/11/2013 13:43;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 4;17W100P100P0064J;EDF;17X100A100R00182;152;0;152;Auxiliaires;-;Inactive;MW;10YFR-RTE------C
04424_1383478549884-97000_001;03/11/2013 12:38;03/11/2013 12:17;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 4;17W100P100P0064J;EDF;17X100A100R00182;152;0;152;;-;Inactive;MW;10YFR-RTE------C
04424_20131103T1737110000_003;03/11/2013 17:37;04/11/2013 00:00;04/11/2013 07:30;Indisponibilité fortuite;Charbon;Indisponibilité de production;MAXE 1;17W100P100P0024V;EDF;17X100A100R00182;250;0;250;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_20131103T1737110000_002;03/11/2013 17:37;04/11/2013 00:00;04/11/2013 07:30;Indisponibilité fortuite;Charbon;Indisponibilité de production;MAXE 1;17W100P100P0024V;EDF;17X100A100R00182;250;0;250;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
04424_20131103T1737110000_001;03/11/2013 17:37;04/11/2013 00:00;;Indisponibilité fortuite;Charbon;Indisponibilité de production;MAXE 1;17W100P100P0024V;EDF;17X100A100R00182;250;0;250;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
04424_1383597262695-20400_003;04/11/2013 21:38;04/11/2013 21:23;05/11/2013 00:14;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 2;17W100P100P0077A;EDF;17X100A100R00182;202;0;202;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1383597262695-20400_002;04/11/2013 21:38;04/11/2013 21:23;05/11/2013 00:14;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 2;17W100P100P0077A;EDF;17X100A100R00182;202;0;202;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1383597262695-20400_001;04/11/2013 21:38;04/11/2013 21:23;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 2;17W100P100P0077A;EDF;17X100A100R00182;202;0;202;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_20131104T1203320000_003;04/11/2013 12:03;04/11/2013 12:00;04/11/2013 16:10;Indisponibilité fortuite;Charbon;Indisponibilité de production;MAXE 1;17W100P100P0024V;EDF;17X100A100R00182;250;130;120;Approvisionnement - Manutention du combustible;-;Active;MW;10YFR-RTE------C
04424_20131104T1203320000_002;04/11/2013 12:03;04/11/2013 12:00;04/11/2013 16:10;Indisponibilité fortuite;Charbon;Indisponibilité de production;MAXE 1;17W100P100P0024V;EDF;17X100A100R00182;250;130;120;Approvisionnement - Manutention du combustible;-;Inactive;MW;10YFR-RTE------C
04424_20131104T1203320000_001;04/11/2013 12:03;04/11/2013 12:00;;Indisponibilité fortuite;Charbon;Indisponibilité de production;MAXE 1;17W100P100P0024V;EDF;17X100A100R00182;250;130;120;Approvisionnement - Manutention du combustible;-;Inactive;MW;10YFR-RTE------C
04424_20131104T1745500000_003;04/11/2013 17:45;04/11/2013 17:10;04/11/2013 18:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE 4;17W100P100P0023X;EDF;17X100A100R00182;580;280;300;;-;Active;MW;10YFR-RTE------C
04424_20131104T1745500000_002;04/11/2013 17:45;04/11/2013 17:10;04/11/2013 18:30;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE 4;17W100P100P0023X;EDF;17X100A100R00182;580;280;300;;-;Inactive;MW;10YFR-RTE------C
04424_20131104T1745500000_001;04/11/2013 17:45;04/11/2013 17:10;;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE 4;17W100P100P0023X;EDF;17X100A100R00182;580;280;300;;-;Inactive;MW;10YFR-RTE------C
7W100P100P0007V0411130834_001;04/11/2013 08:35;04/11/2013 08:34;04/11/2013 23:59;Indisponibilité fortuite;Charbon;Indisponibilité de production;LUCY 3;17W100P100P0007V;GAZEL ENERGIE;17X100A100R0056V;245;0;245;Auxiliaires;-;Active;MW;10YFR-RTE------C
7W100P100P0009R0411131736_001;04/11/2013 18:21;04/11/2013 17:36;04/11/2013 19:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;360;235;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_1383628927761-20400_004;05/11/2013 06:29;05/11/2013 06:17;05/11/2013 07:02;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 2;17W100P100P0077A;EDF;17X100A100R00182;202;0;202;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1383628927761-20400_003;05/11/2013 06:29;05/11/2013 06:17;05/11/2013 07:02;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 2;17W100P100P0077A;EDF;17X100A100R00182;202;0;202;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1383628927761-20400_002;05/11/2013 06:29;05/11/2013 06:17;05/11/2013 07:02;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 2;17W100P100P0077A;EDF;17X100A100R00182;202;0;202;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1383628927761-20400_001;05/11/2013 06:29;05/11/2013 06:17;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 2;17W100P100P0077A;EDF;17X100A100R00182;202;0;202;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1383659139801-97000_002;05/11/2013 14:48;05/11/2013 14:25;05/11/2013 16:00;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 4;17W100P100P0064J;EDF;17X100A100R00182;152;0;152;Non encore déterminée;-;Active;MW;10YFR-RTE------C
04424_1383659139801-97000_001;05/11/2013 14:48;05/11/2013 14:25;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 4;17W100P100P0064J;EDF;17X100A100R00182;152;0;152;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_20131105T0449510000_004;05/11/2013 04:49;05/11/2013 04:49;05/11/2013 15:50;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GOLFECH 1;17W100P100P0128J;EDF;17X100A100R00182;1310;310;1000;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_20131105T0449510000_003;05/11/2013 04:49;05/11/2013 04:49;05/11/2013 16:30;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GOLFECH 1;17W100P100P0128J;EDF;17X100A100R00182;1310;310;1000;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
04424_20131105T0449510000_002;05/11/2013 04:49;05/11/2013 04:49;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GOLFECH 1;17W100P100P0128J;EDF;17X100A100R00182;1310;310;1000;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
04424_20131105T0449510000_001;05/11/2013 04:49;05/11/2013 04:49;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GOLFECH 1;17W100P100P0128J;EDF;17X100A100R00182;1310;310;1000;Divers;-;Inactive;MW;10YFR-RTE------C
04424_20131105T1653190000_003;05/11/2013 16:53;05/11/2013 15:55;05/11/2013 18:00;Indisponibilité fortuite;Gaz;Indisponibilité de production;BLENOD 5;17W100P100P0173E;EDF;17X100A100R00182;427;0;427;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20131105T1653190000_002;05/11/2013 16:53;05/11/2013 15:55;05/11/2013 18:00;Indisponibilité fortuite;Gaz;Indisponibilité de production;BLENOD 5;17W100P100P0173E;EDF;17X100A100R00182;427;0;427;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20131105T1653190000_001;05/11/2013 16:53;05/11/2013 15:55;;Indisponibilité fortuite;Gaz;Indisponibilité de production;BLENOD 5;17W100P100P0173E;EDF;17X100A100R00182;427;0;427;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20131105T1747490000_003;05/11/2013 17:47;07/11/2013 03:00;19/11/2013 23:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GOLFECH 2;17W100P100P0129H;EDF;17X100A100R00182;1310;0;1310;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_20131105T1747490000_002;05/11/2013 17:47;07/11/2013 03:00;09/11/2013 03:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GOLFECH 2;17W100P100P0129H;EDF;17X100A100R00182;1310;0;1310;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
04424_20131105T1747490000_001;05/11/2013 17:47;07/11/2013 03:00;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GOLFECH 2;17W100P100P0129H;EDF;17X100A100R00182;1310;0;1310;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
04424_20131106T0750050000_003;06/11/2013 07:50;06/11/2013 07:29;06/11/2013 08:49;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 1;17W100P100P0082H;EDF;17X100A100R00182;152;0;152;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20131106T0750050000_002;06/11/2013 07:50;06/11/2013 07:29;06/11/2013 08:49;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 1;17W100P100P0082H;EDF;17X100A100R00182;152;0;152;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20131106T0750050000_001;06/11/2013 07:50;06/11/2013 07:29;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 1;17W100P100P0082H;EDF;17X100A100R00182;152;0;152;;-;Inactive;MW;10YFR-RTE------C
04424_20131106T0908150000_003;06/11/2013 09:08;06/11/2013 08:49;06/11/2013 09:37;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 2;17W100P100P0083F;EDF;17X100A100R00182;152;0;152;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20131106T0908150000_002;06/11/2013 09:08;06/11/2013 08:49;06/11/2013 09:37;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 2;17W100P100P0083F;EDF;17X100A100R00182;152;0;152;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20131106T0908150000_001;06/11/2013 09:08;06/11/2013 08:49;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 2;17W100P100P0083F;EDF;17X100A100R00182;152;0;152;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20131106T1031140000_002;06/11/2013 10:31;06/11/2013 10:15;06/11/2013 12:50;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;DAMPIERRE 2;17W100P100P0121X;EDF;17X100A100R00182;890;680;210;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_20131106T1031140000_001;06/11/2013 10:31;06/11/2013 10:15;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;DAMPIERRE 2;17W100P100P0121X;EDF;17X100A100R00182;890;680;210;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_20131106T1054570000_002;06/11/2013 10:54;06/11/2013 10:54;07/11/2013 17:30;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 2;17W100P100P0072K;EDF;17X100A100R00182;227;0;227;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20131106T1054570000_001;06/11/2013 10:54;06/11/2013 10:54;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 2;17W100P100P0072K;EDF;17X100A100R00182;227;0;227;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20131106T1740270000_002;06/11/2013 17:40;08/11/2013 02:00;12/11/2013 06:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;MAXE 2;17W100P100P0025T;EDF;17X100A100R00182;235;0;235;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20131106T1740270000_001;06/11/2013 17:40;08/11/2013 02:00;12/11/2013 06:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;MAXE 2;17W100P100P0025T;EDF;17X100A100R00182;235;0;235;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
7W100P100P0005Z0611130740_002;06/11/2013 07:40;06/11/2013 07:40;06/11/2013 08:35;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 6;17W100P100P0005Z;GAZEL ENERGIE;17X100A100R0056V;595;480;115;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
7W100P100P0005Z0611130740_001;06/11/2013 07:40;06/11/2013 07:40;;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 6;17W100P100P0005Z;GAZEL ENERGIE;17X100A100R0056V;595;480;115;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
7W100P100P0009R0611130738_002;06/11/2013 07:39;06/11/2013 07:38;06/11/2013 09:20;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;480;115;Non encore déterminée;-;Active;MW;10YFR-RTE------C
7W100P100P0009R0611130738_001;06/11/2013 07:39;06/11/2013 07:38;;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;480;115;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
7W100P100P0009R0611131125_002;06/11/2013 11:26;06/11/2013 11:25;06/11/2013 23:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;380;215;Divers;-;Active;MW;10YFR-RTE------C
7W100P100P0009R0611131125_001;06/11/2013 11:26;06/11/2013 11:25;;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;380;215;Divers;-;Inactive;MW;10YFR-RTE------C
04424_1383810268459-20500_003;07/11/2013 08:46;07/11/2013 08:38;07/11/2013 09:28;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 3;17W100P100P00788;EDF;17X100A100R00182;202;0;202;Pour l'hydraulique : Turbine ? Vanne de pied ? Pivoterie;-;Active;MW;10YFR-RTE------C
04424_1383810268459-20500_002;07/11/2013 08:46;07/11/2013 08:38;07/11/2013 09:28;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 3;17W100P100P00788;EDF;17X100A100R00182;202;0;202;Pour l'hydraulique : Turbine ? Vanne de pied ? Pivoterie;-;Inactive;MW;10YFR-RTE------C
04424_1383810268459-20500_001;07/11/2013 08:46;07/11/2013 08:38;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 3;17W100P100P00788;EDF;17X100A100R00182;202;0;202;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1383823444802-16700_002;07/11/2013 12:25;07/11/2013 12:11;08/11/2013 17:00;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 4;17W100P100P0074G;EDF;17X100A100R00182;227;0;227;Pour l'hydraulique : Turbine ? Vanne de pied ? Pivoterie;-;Active;MW;10YFR-RTE------C
04424_1383823444802-16700_001;07/11/2013 12:25;07/11/2013 12:11;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 4;17W100P100P0074G;EDF;17X100A100R00182;227;0;227;Pour l'hydraulique : Turbine ? Vanne de pied ? Pivoterie;-;Inactive;MW;10YFR-RTE------C
04424_20131107T1536570000_002;07/11/2013 15:36;07/11/2013 21:00;10/11/2013 10:00;Indisponibilité fortuite;Fioul;Indisponibilité de production;ARAMON 1;17W100P100P0028N;EDF;17X100A100R00182;685;0;685;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_20131107T1536570000_001;07/11/2013 15:36;07/11/2013 21:00;10/11/2013 10:00;Indisponibilité fortuite;Fioul;Indisponibilité de production;ARAMON 1;17W100P100P0028N;EDF;17X100A100R00182;685;0;685;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
7W100P100P000320711131800_002;07/11/2013 16:25;07/11/2013 18:00;07/11/2013 22:30;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 5;17W100P100P00032;GAZEL ENERGIE;17X100A100R0056V;285;140;145;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
7W100P100P000320711131800_001;07/11/2013 16:25;07/11/2013 18:00;08/11/2013 23:59;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 5;17W100P100P00032;GAZEL ENERGIE;17X100A100R0056V;285;0;285;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
7W100P100P000320711131804_001;07/11/2013 18:05;07/11/2013 18:04;08/11/2013 23:59;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 5;17W100P100P00032;GAZEL ENERGIE;17X100A100R0056V;285;0;285;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_1383905971943-67000_003;08/11/2013 11:21;08/11/2013 10:59;08/11/2013 11:40;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;CHEYLAS 2;17W100P100P0057G;EDF;17X100A100R00182;259;0;259;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1383905971943-67000_002;08/11/2013 11:21;08/11/2013 10:59;08/11/2013 11:40;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;CHEYLAS 2;17W100P100P0057G;EDF;17X100A100R00182;259;0;259;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1383905971943-67000_001;08/11/2013 11:21;08/11/2013 10:59;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;CHEYLAS 2;17W100P100P0057G;EDF;17X100A100R00182;259;0;259;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
