Identifiant du message;Date et heure de la publication;Date de début;Date de fin prévisionnelle;Type d'indisponibilité;Filière de production;Type d'évènement;Nom du groupe ou de la centrale de production;Code EIC du groupe ou de la centrale de production;Société;Code EIC de la société;Capacité installée;Capacité disponible;Capacité indisponible;Cause de l'arrêt;Remarques;Statut;Unité de mesure;Code localisation
04424_20130717T1903460000_002;17/07/2013 19:03;17/07/2013 18:50;17/07/2013 23:25;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;ST ALBAN 2;17W100P100P0146H;EDF;17X100A100R00182;1335;0;1335;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_20130717T1903460000_001;17/07/2013 19:03;17/07/2013 18:50;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;ST ALBAN 2;17W100P100P0146H;EDF;17X100A100R00182;1335;0;1335;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
04424_20130717T2010330000_002;17/07/2013 20:10;17/07/2013 20:07;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;PALUEL 2;17W100P100P0140T;EDF;17X100A100R00182;1330;785;545;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20130717T2010330000_001;17/07/2013 20:10;17/07/2013 20:07;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;PALUEL 2;17W100P100P0140T;EDF;17X100A100R00182;1330;750;580;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20130717T2231460000_002;17/07/2013 22:31;18/07/2013 16:30;19/07/2013 01:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BLAYAIS 3;17W100P100P0094A;EDF;17X100A100R00182;910;735;175;Causes externes liées à l'environnement;-;Active;MW;10YFR-RTE------C
04424_20130717T2231460000_001;17/07/2013 22:31;18/07/2013 16:30;19/07/2013 01:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BLAYAIS 3;17W100P100P0094A;EDF;17X100A100R00182;910;735;175;Causes externes liées à l'environnement;-;Inactive;MW;10YFR-RTE------C
7W100P100P000321707130409_002;17/07/2013 04:09;17/07/2013 04:09;17/07/2013 11:30;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 5;17W100P100P00032;GAZEL ENERGIE;17X100A100R0056V;285;0;285;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
7W100P100P000321707130409_001;17/07/2013 04:09;17/07/2013 04:09;;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 5;17W100P100P00032;GAZEL ENERGIE;17X100A100R0056V;285;0;285;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1374129503460-20300_003;18/07/2013 08:40;18/07/2013 08:31;18/07/2013 18:03;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 1;17W100P100P0076C;EDF;17X100A100R00182;202;0;202;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Active;MW;10YFR-RTE------C
04424_1374129503460-20300_002;18/07/2013 08:40;18/07/2013 08:31;18/07/2013 18:03;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 1;17W100P100P0076C;EDF;17X100A100R00182;202;0;202;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_1374129503460-20300_001;18/07/2013 08:40;18/07/2013 08:31;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 1;17W100P100P0076C;EDF;17X100A100R00182;202;0;202;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1374170715359-20400_002;18/07/2013 20:07;18/07/2013 20:00;19/07/2013 18:00;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 2;17W100P100P0077A;EDF;17X100A100R00182;202;0;202;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Active;MW;10YFR-RTE------C
04424_1374170715359-20400_001;18/07/2013 20:07;18/07/2013 20:00;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 2;17W100P100P0077A;EDF;17X100A100R00182;202;0;202;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_20130718T0114210000_001;18/07/2013 01:14;18/07/2013 01:00;20/07/2013 14:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;MAXE 2;17W100P100P0025T;EDF;17X100A100R00182;235;0;235;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_20130718T1140100000_002;18/07/2013 11:40;18/07/2013 11:30;18/07/2013 19:30;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;PALUEL 2;17W100P100P0140T;EDF;17X100A100R00182;1330;760;570;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20130718T1140100000_001;18/07/2013 11:40;18/07/2013 11:30;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;PALUEL 2;17W100P100P0140T;EDF;17X100A100R00182;1330;760;570;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20130718T1425500000_002;18/07/2013 14:25;18/07/2013 18:00;18/07/2013 18:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;PALUEL 4;17W100P100P0142P;EDF;17X100A100R00182;1330;0;1330;Non encore déterminée;-;Annulée;MW;10YFR-RTE------C
04424_20130718T1425500000_001;18/07/2013 14:25;18/07/2013 18:00;20/07/2013 04:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;PALUEL 4;17W100P100P0142P;EDF;17X100A100R00182;1330;0;1330;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20130718T1919330000_002;18/07/2013 19:19;18/07/2013 19:30;18/07/2013 22:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;PALUEL 4;17W100P100P0142P;EDF;17X100A100R00182;1330;100;1230;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20130718T1919330000_001;18/07/2013 19:19;18/07/2013 19:30;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;PALUEL 4;17W100P100P0142P;EDF;17X100A100R00182;1330;100;1230;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20130718T2211540000_001;18/07/2013 22:11;18/07/2013 22:00;20/07/2013 04:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;PALUEL 4;17W100P100P0142P;EDF;17X100A100R00182;1330;0;1330;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
7W100P100P0005Z1807130651_002;18/07/2013 06:52;18/07/2013 06:51;18/07/2013 08:45;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 6;17W100P100P0005Z;GAZEL ENERGIE;17X100A100R0056V;595;595;0;Non encore déterminée;-;Active;MW;10YFR-RTE------C
7W100P100P0005Z1807130651_001;18/07/2013 06:52;18/07/2013 06:51;;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 6;17W100P100P0005Z;GAZEL ENERGIE;17X100A100R0056V;595;240;355;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
7W100P100P0005Z1807131008_002;18/07/2013 10:09;18/07/2013 10:08;18/07/2013 12:30;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 6;17W100P100P0005Z;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Non encore déterminée;-;Active;MW;10YFR-RTE------C
7W100P100P0005Z1807131008_001;18/07/2013 10:09;18/07/2013 10:08;;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 6;17W100P100P0005Z;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1374188310234-20300_003;19/07/2013 01:00;19/07/2013 00:58;19/07/2013 01:37;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 1;17W100P100P0076C;EDF;17X100A100R00182;202;0;202;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1374188310234-20300_002;19/07/2013 01:00;19/07/2013 00:58;19/07/2013 01:37;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 1;17W100P100P0076C;EDF;17X100A100R00182;202;0;202;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1374188310234-20300_001;19/07/2013 01:00;19/07/2013 00:58;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 1;17W100P100P0076C;EDF;17X100A100R00182;202;0;202;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1374255614414-93000_003;19/07/2013 19:41;19/07/2013 19:39;20/07/2013 01:23;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 11;17W100P100P0060R;EDF;17X100A100R00182;157;0;157;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1374255614414-93000_002;19/07/2013 19:41;19/07/2013 19:39;20/07/2013 01:23;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 11;17W100P100P0060R;EDF;17X100A100R00182;157;0;157;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1374255614414-93000_001;19/07/2013 19:41;19/07/2013 19:39;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 11;17W100P100P0060R;EDF;17X100A100R00182;157;0;157;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_20130719T0032210000_002;19/07/2013 00:32;18/07/2013 23:50;19/07/2013 02:15;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BLAYAIS 4;17W100P100P00958;EDF;17X100A100R00182;910;585;325;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_20130719T0032210000_001;19/07/2013 00:32;18/07/2013 23:50;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BLAYAIS 4;17W100P100P00958;EDF;17X100A100R00182;910;585;325;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
04424_20130719T0224290000_001;19/07/2013 02:24;19/07/2013 02:15;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BLAYAIS 4;17W100P100P00958;EDF;17X100A100R00182;910;0;910;;-;Active;MW;10YFR-RTE------C
04424_20130719T1114040000_003;19/07/2013 11:14;19/07/2013 11:10;19/07/2013 19:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;CATTENOM 3;17W100P100P0104X;EDF;17X100A100R00182;1300;850;450;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Active;MW;10YFR-RTE------C
04424_20130719T1114040000_002;19/07/2013 11:14;19/07/2013 11:10;19/07/2013 17:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;CATTENOM 3;17W100P100P0104X;EDF;17X100A100R00182;1300;900;400;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_20130719T1114040000_001;19/07/2013 11:14;19/07/2013 11:10;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;CATTENOM 3;17W100P100P0104X;EDF;17X100A100R00182;1300;900;400;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_20130719T1121240000_002;19/07/2013 11:21;19/07/2013 01:30;19/07/2013 20:30;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GRAVELINES 4;17W100P100P0133Q;EDF;17X100A100R00182;910;533;377;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20130719T1121240000_001;19/07/2013 11:21;19/07/2013 01:30;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GRAVELINES 4;17W100P100P0133Q;EDF;17X100A100R00182;910;533;377;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_1374352520515-99000_003;20/07/2013 22:36;20/07/2013 22:35;21/07/2013 00:55;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 6;17W100P100P0066F;EDF;17X100A100R00182;152;0;152;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1374352520515-99000_002;20/07/2013 22:36;20/07/2013 22:35;21/07/2013 00:55;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 6;17W100P100P0066F;EDF;17X100A100R00182;152;0;152;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1374352520515-99000_001;20/07/2013 22:36;20/07/2013 22:35;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 6;17W100P100P0066F;EDF;17X100A100R00182;152;0;152;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_20130720T1755310000_002;20/07/2013 17:55;20/07/2013 17:30;20/07/2013 22:45;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;PALUEL 4;17W100P100P0142P;EDF;17X100A100R00182;1330;534;796;Divers;-;Active;MW;10YFR-RTE------C
04424_20130720T1755310000_001;20/07/2013 17:55;20/07/2013 17:30;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;PALUEL 4;17W100P100P0142P;EDF;17X100A100R00182;1330;534;796;Divers;-;Inactive;MW;10YFR-RTE------C
04424_1374389166109-20300_003;21/07/2013 08:47;21/07/2013 08:43;21/07/2013 11:04;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 1;17W100P100P0076C;EDF;17X100A100R00182;202;0;202;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1374389166109-20300_002;21/07/2013 08:47;21/07/2013 08:43;21/07/2013 11:04;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 1;17W100P100P0076C;EDF;17X100A100R00182;202;0;202;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1374389166109-20300_001;21/07/2013 08:47;21/07/2013 08:43;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 1;17W100P100P0076C;EDF;17X100A100R00182;202;0;202;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1374397656156-21200_002;21/07/2013 11:11;21/07/2013 11:04;21/07/2013 11:04;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 2;17W100P100P0083F;EDF;17X100A100R00182;152;0;152;Non encore déterminée;-;Annulée;MW;10YFR-RTE------C
04424_1374397656156-21200_001;21/07/2013 11:11;21/07/2013 11:04;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 2;17W100P100P0083F;EDF;17X100A100R00182;152;0;152;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1374399682484-20400_002;21/07/2013 11:44;21/07/2013 11:04;21/07/2013 11:41;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 2;17W100P100P0077A;EDF;17X100A100R00182;202;0;202;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1374399682484-20400_001;21/07/2013 11:44;21/07/2013 11:04;21/07/2013 11:41;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 2;17W100P100P0077A;EDF;17X100A100R00182;202;0;202;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_20130721T1111080000_002;21/07/2013 11:11;21/07/2013 09:05;21/07/2013 11:30;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;CRUAS 4;17W100P100P0119K;EDF;17X100A100R00182;915;198;717;Divers;-;Active;MW;10YFR-RTE------C
04424_20130721T1111080000_001;21/07/2013 11:11;21/07/2013 09:05;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;CRUAS 4;17W100P100P0119K;EDF;17X100A100R00182;915;198;717;Divers;-;Inactive;MW;10YFR-RTE------C
04424_20130721T2012340000_003;21/07/2013 20:12;21/07/2013 20:11;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;CATTENOM 3;17W100P100P0104X;EDF;17X100A100R00182;1300;1060;240;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Active;MW;10YFR-RTE------C
04424_20130721T2012340000_002;21/07/2013 20:12;21/07/2013 20:11;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;CATTENOM 3;17W100P100P0104X;EDF;17X100A100R00182;1300;970;330;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_20130721T2012340000_001;21/07/2013 20:12;21/07/2013 20:11;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;CATTENOM 3;17W100P100P0104X;EDF;17X100A100R00182;1300;1100;200;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_1374515483031-20400_002;22/07/2013 19:52;22/07/2013 19:48;26/07/2013 18:00;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 2;17W100P100P0077A;EDF;17X100A100R00182;202;0;202;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Active;MW;10YFR-RTE------C
04424_1374515483031-20400_001;22/07/2013 19:52;22/07/2013 19:48;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 2;17W100P100P0077A;EDF;17X100A100R00182;202;0;202;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1374525692382-20300_003;22/07/2013 23:24;22/07/2013 22:32;23/07/2013 09:40;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 1;17W100P100P0076C;EDF;17X100A100R00182;202;0;202;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Active;MW;10YFR-RTE------C
04424_1374525692382-20300_002;22/07/2013 23:24;22/07/2013 22:32;23/07/2013 12:00;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 1;17W100P100P0076C;EDF;17X100A100R00182;202;0;202;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_1374525692382-20300_001;22/07/2013 23:24;22/07/2013 22:32;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 1;17W100P100P0076C;EDF;17X100A100R00182;202;0;202;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_20130722T1200020000_002;22/07/2013 12:00;22/07/2013 11:50;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;CATTENOM 3;17W100P100P0104X;EDF;17X100A100R00182;1300;850;450;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20130722T1200020000_001;22/07/2013 12:00;22/07/2013 11:50;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;CATTENOM 3;17W100P100P0104X;EDF;17X100A100R00182;1300;1040;260;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20130722T1354030000_001;22/07/2013 13:54;23/07/2013 05:00;23/07/2013 16:30;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GRAVELINES 1;17W100P100P0130W;EDF;17X100A100R00182;910;535;375;Divers;-;Active;MW;10YFR-RTE------C
04424_20130722T1815070000_003;22/07/2013 18:15;22/07/2013 17:50;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;PALUEL 4;17W100P100P0142P;EDF;17X100A100R00182;1330;0;1330;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20130722T1815070000_002;22/07/2013 18:15;22/07/2013 17:50;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;PALUEL 4;17W100P100P0142P;EDF;17X100A100R00182;1330;340;990;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20130722T1815070000_001;22/07/2013 18:15;22/07/2013 17:50;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;PALUEL 4;17W100P100P0142P;EDF;17X100A100R00182;1330;690;640;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
7W100P100P0009R2207130549_002;22/07/2013 05:50;22/07/2013 05:49;24/07/2013 23:59;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Non encore déterminée;-;Active;MW;10YFR-RTE------C
7W100P100P0009R2207130549_001;22/07/2013 05:50;22/07/2013 05:49;;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
DK6-120130722213100000000_003;22/07/2013 23:35;22/07/2013 23:31;23/07/2013 07:53;Indisponibilité fortuite;Gaz;Indisponibilité de production;DK6 1;17W100P100P01695;ENGIE;17X100A100F0054X;400;0;400;Auxiliaires;-;Active;MW;10YFR-RTE------C
DK6-120130722213100000000_002;22/07/2013 23:35;22/07/2013 23:31;23/07/2013 05:00;Indisponibilité fortuite;Gaz;Indisponibilité de production;DK6 1;17W100P100P01695;ENGIE;17X100A100F0054X;400;0;400;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
DK6-120130722213100000000_001;22/07/2013 23:35;22/07/2013 23:31;23/07/2013 23:59;Indisponibilité fortuite;Gaz;Indisponibilité de production;DK6 1;17W100P100P01695;ENGIE;17X100A100F0054X;400;0;400;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
DK6-220130722112400000000_004;22/07/2013 13:42;22/07/2013 13:24;22/07/2013 14:37;Indisponibilité fortuite;Gaz;Indisponibilité de production;DK6 2;17W100P100P0170K;ENGIE;17X100A100F0054X;400;167;233;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
DK6-220130722112400000000_003;22/07/2013 13:42;22/07/2013 13:24;22/07/2013 15:00;Indisponibilité fortuite;Gaz;Indisponibilité de production;DK6 2;17W100P100P0170K;ENGIE;17X100A100F0054X;400;167;233;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
DK6-220130722112400000000_002;22/07/2013 13:42;22/07/2013 13:24;22/07/2013 14:31;Indisponibilité fortuite;Gaz;Indisponibilité de production;DK6 2;17W100P100P0170K;ENGIE;17X100A100F0054X;400;167;233;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
DK6-220130722112400000000_001;22/07/2013 13:42;22/07/2013 13:24;22/07/2013 14:00;Indisponibilité fortuite;Gaz;Indisponibilité de production;DK6 2;17W100P100P0170K;ENGIE;17X100A100F0054X;400;167;233;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
04424_20130723T1440490000_001;23/07/2013 14:40;23/07/2013 14:00;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;CATTENOM 3;17W100P100P0104X;EDF;17X100A100R00182;1300;650;650;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_1374631641148-19000_003;24/07/2013 04:12;24/07/2013 03:26;24/07/2013 09:37;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;POUGET 4;17W100P100P0075E;EDF;17X100A100R00182;286;0;286;Divers;-;Active;MW;10YFR-RTE------C
04424_1374631641148-19000_002;24/07/2013 04:12;24/07/2013 03:26;24/07/2013 10:00;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;POUGET 4;17W100P100P0075E;EDF;17X100A100R00182;286;0;286;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_1374631641148-19000_001;24/07/2013 04:12;24/07/2013 03:26;;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;POUGET 4;17W100P100P0075E;EDF;17X100A100R00182;286;0;286;Divers;-;Inactive;MW;10YFR-RTE------C
04424_1374673935601-20400_002;24/07/2013 15:53;24/07/2013 15:51;26/07/2013 18:00;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 2;17W100P100P0077A;EDF;17X100A100R00182;202;0;202;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Active;MW;10YFR-RTE------C
04424_1374673935601-20400_001;24/07/2013 15:53;24/07/2013 15:51;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 2;17W100P100P0077A;EDF;17X100A100R00182;202;0;202;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_20130724T0741170000_002;24/07/2013 07:41;23/07/2013 18:00;28/07/2013 18:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;VITRY 4;17W100P100P0027P;EDF;17X100A100R00182;250;0;250;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_20130724T0741170000_001;24/07/2013 07:41;23/07/2013 18:00;28/07/2013 18:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;VITRY 4;17W100P100P0027P;EDF;17X100A100R00182;250;0;250;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
04424_20130724T0924190000_004;24/07/2013 09:24;24/07/2013 10:50;24/07/2013 22:50;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GRAVELINES 4;17W100P100P0133Q;EDF;17X100A100R00182;910;0;910;Non encore déterminée;-;Active;MW;10YFR-RTE------C
04424_20130724T0924190000_003;24/07/2013 09:24;24/07/2013 10:50;25/07/2013 05:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GRAVELINES 4;17W100P100P0133Q;EDF;17X100A100R00182;910;0;910;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_20130724T0924190000_002;24/07/2013 09:24;24/07/2013 10:50;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GRAVELINES 4;17W100P100P0133Q;EDF;17X100A100R00182;910;0;910;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_20130724T0924190000_001;24/07/2013 09:24;24/07/2013 10:20;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GRAVELINES 4;17W100P100P0133Q;EDF;17X100A100R00182;910;0;910;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_20130724T0946230000_002;24/07/2013 09:46;24/07/2013 09:18;24/07/2013 15:35;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;TRICASTIN 4;17W100P100P0153K;EDF;17X100A100R00182;915;781;134;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_20130724T0946230000_001;24/07/2013 09:46;24/07/2013 09:18;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;TRICASTIN 4;17W100P100P0153K;EDF;17X100A100R00182;915;781;134;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
04424_20130724T1630550000_002;24/07/2013 16:30;24/07/2013 16:20;24/07/2013 17:30;Indisponibilité fortuite;Charbon;Indisponibilité de production;VITRY 3;17W100P100P0026R;EDF;17X100A100R00182;250;120;130;Approvisionnement - Manutention du combustible;-;Active;MW;10YFR-RTE------C
04424_20130724T1630550000_001;24/07/2013 16:30;24/07/2013 16:20;;Indisponibilité fortuite;Charbon;Indisponibilité de production;VITRY 3;17W100P100P0026R;EDF;17X100A100R00182;250;120;130;Approvisionnement - Manutention du combustible;-;Inactive;MW;10YFR-RTE------C
04424_20130724T1848260000_002;24/07/2013 18:48;24/07/2013 18:00;24/07/2013 22:01;Indisponibilité fortuite;Charbon;Indisponibilité de production;BLENOD 4;17W100P100P0015W;EDF;17X100A100R00182;250;0;250;Divers;-;Active;MW;10YFR-RTE------C
